"https://www.imdb.com/title/tt10676012/reviews/?ref_=adv_li_tt","3"," One of the teenage girls... ","Right, well this was definitely not something that fell into my particular viewing pleasure. But then again, I don't really consider myself to have been the target audience here.Regardless, I stumbled upon the 2021 Netflix movie "To All the Boys: Always and Forever" and opted to watch it, as it was a movie that I hadn't already seen. Nor had I actually heard about it, so I didn't know what I was getting myself into here.I am sure that the movie does have a wide appeal out there, to the right age group and fan base, that I am not a part of. But I have to say that writer Katie Lovejoy didn't really manage to churn out something that even had the slightest of appeal to me.The acting in the movie was adequate, but again, the whole concept of the movie and the target audience thing just sort of made it feel like everything was falling short of finding a home with me.Not having been impressed with director Michael Fimognari's 2021 movie here, then I have to settle for a three out of ten stars rating for "To All the Boys: Always and Forever"."
"https://www.imdb.com/title/tt10676012/reviews/?ref_=adv_li_tt"," Was this review helpful? Sign in to vote. "," Likable characters ","This film concentrates on the happenings around prom and college applications. It is still a sweet film, and the characters are likable. I enjoyed it."
"https://www.imdb.com/title/tt10676012/reviews/?ref_=adv_li_tt","6"," If I didn't know one of the actors... ","The first question I need to personally answer is: Why is a 71 year old man watching and reviewing this Neflix flick? There is a reason -- one of the supporting actors was a student in the middle school where I was (at the time) the vice principal -- and that is Ross Butler. I think he's a talented not-as-young-as-he-looks actor who isn't getting enough good parts, although he did VERY nicely in "Thirteen Reasons Why". I wish him great luck in his career.As to this film...well, it certainly is aimed at the teen crowd. And that's okay. I will tell you this...three "chapters" of this is enough. The plot here is...well, not thin, but one-minded: will the high school lovers have a life together beyond high school. At first it's yes. Then it's no. And finally it's maybe. And I have to admit that the final answer is done nicely, if what you want is a happy ending that's not necessarily very realistic.You're not going to be on the edge of your seat watching this. It's fairly predictable. But I do have to give kudos to Lana Condor, who plays the lead high school character. I think she's a good actress. I'm not as impressed with Noah Centineo, the lead male here. I've seen him in a couple of Netflix movies and...well, I just don't get the attraction. Anna Cathcart, as the younger sister has potential. Everyone else...well they look young and adequate.The first installment of this series of three movies was the best. I really can't recommend this one."
"https://www.imdb.com/title/tt10676012/reviews/?ref_=adv_li_tt","5"," dull and longlasting ","Coming of age romantic comedydrama, that scores full pot on all of the genre insignias for that kind of movie genre, and there are absolutely no originality or twisted ideas to evolve something interesting for a grumpy old man...i guess im not the typical target viewer for this sweet and slick american senior high drama, but its a time filler for a night shift worker.so its food for the girls foremostly, its high on love, not so high on honesty and quite a bit stupidity inbetween. the acting is totally average, some cuties in the cast, and its framed in a sparkling upper to rich middelclass of society. it has all the disney glamour that some loves and some hates.i think this was dull and out of reach for many in real life, and weve seen it all before.just a 5."
"https://www.imdb.com/title/tt10676012/reviews/?ref_=adv_li_tt","5"," Predictable... ",""To All the Boys: Always and Forever" is a Comedy - Drama movie in which we watch Lara Jean and Peter making plans about their future while they are expecting their results from their college applications. Their future is very fragile and they both have to work very hard to continue together.Since I had already watched the two previous movies I knew what to expect from this one too but I have to admit that it was better than what I was expecting. Despite that for one more time the plot was missing, the movie had some good scenes but it was very predictable. The direction which was made by Michael Fimognari, it was average and since the plot was predictable and we did not watch anything new, made the movie boring. To sum up, I have to say that "To All the Boys: Always and Forever" is a classic teenage movie to spend your time with but do not expect much from it."
"https://www.imdb.com/title/tt10676012/reviews/?ref_=adv_li_tt","8"," I love... s2... ","The franchise is so cute, when we think there can be no more business, they find a dilemma for Lara Jean, I found Noah Centineo kind of cute in this one ... After watching this movie even I want a youthful love like this, very cute... Romantic teenagers with sugar water are my weakness... I love... s2..."
"https://www.imdb.com/title/tt10676012/reviews/?ref_=adv_li_tt","6"," To All the Boys: Always and Forever ","6/10 - while parts of the plot felt redundant of last year's The Kissing Booth 2 (I understand this book came first, but nonetheless) and it felt like the weakest of the series, the last half of this movie is a nice conclusion to the hit Netflix trilogy"
"https://www.imdb.com/title/tt10676012/reviews/?ref_=adv_li_tt","1"," Another worst sequel! Too slow, and full of annoying overuse scene! Bored to freaking death! ","This film start with the main female character "Lara" writing letter to her boyfriend "Peter", and she talking about her trip at Korea scene! As turnout, this film is about Lara , and Peter need to separate four years apart, because of their different place of study! Entire film full of boring conversation, and annoying overuse scene! Such as, overuse of the song playing at the background scene, overuse of the dancing scene, overuse of the eating scene, overuse of the staring scene, overuse of the taking picture scene, overuse of the texting scene, overuse of the driving scene, overuse of the talking on the phone scene, overuse of the kissing scene, and overuse of the calling names scene! Make the film unwatchable! At the end, Lara signing the so called "New Contract" prepare by Peter! That's it! Another disappointed film!"
"https://www.imdb.com/title/tt10676012/reviews/?ref_=adv_li_tt","7"," THANKS FOR ALL THE LOVE...! ","Lana Condor returns for the final installment of the Netflix hit film series. Condor & fam (her 2 sisters, dad, again played by John Corbett, & dad's new woman, returning champion from the last installment Sarayu Rao) are on vacation in South Korea enjoying the sights (w/the youngest sister, Anna Cathcart, meeting a young hottie) but home awaits & more importantly college acceptance (or rejection) letters. W/that Sword of Damocles hanging over Condor's head (she's hoping to get into Stanford so her & beau, Noah Centineo, can still be together) things only get complicated when she's rejected by Stanford (she then decides to go to Berkley which is an hour away & hell even Centineo suggests that after a year she can xfer to Stanford anyway) but then a school trip to New York happens where she visits the NYU campus where she falls in love all over again w/that school (which she's already been accepted to) & doesn't know how to break it to Centineo & so it goes as we hurtle towards the potentially heart wrenching but ultimately satisfying end w/all the leads charm & good will intact. Condor is the name of the game here rising above the treacly material (when it does pass into wish fulfillment territory it can induce a healthy volley of eye rolls) but ably supported by a fine cast (Cathcart should get her own spinoff of movies) you can forgive the lovesick bromides & departures from reality (you got into how many Ivy League schools & you're still complaining?) to enjoy this confectionery for what it is; comfort food for the eyes."
"https://www.imdb.com/title/tt10676012/reviews/?ref_=adv_li_tt","4"," View discretion - Not suitable for 40+ ","Too sweet and teen for this one. I keep my patience to watch this for 30 minutes and can't last til the end. The background just sooo sweet and girly which I'm not the target audience. But the quality of this upholds certain movie standards and can tell it's well planned."
"https://www.imdb.com/title/tt10676012/reviews/?ref_=adv_li_tt","8"," 8/10! ","Not as good as the other two movies, but still pretty cute. It just felt a little bit forced in some parts!"
"https://www.imdb.com/title/tt10676012/reviews/?ref_=adv_li_tt","7"," The best of all three ","Already, I was prepared to hate this installment of To All the Boys. All the other ones were pretty bad compared to the amazing books. But surprisingly, I enjoyed Always and Forever. It was light-hearted with entertaining moments. It did a wonderful job at executing real life situations. The chemistry was way better this time around. Even the music was decent. The acting was alright from Lana Condor and fantastic from Noah Centineo. Although, there were moments where it almost dragged because of how unrealistic it was. Of course, there were moments where it felt like something was missing. Overall, it's good watch for something to relax with."
"https://www.imdb.com/title/tt10676012/reviews/?ref_=adv_li_tt","3"," Many unsolved issues ","It can be hard to end a trilogy. To All the Boys: Always and Forever tries it and flops.Though the film is easy to enjoy when watching, it fails once one scratches beneath the surface.Also, what's with romcoms that have relationships with red flags?LDRs are not easy, and this movie ends up setting both main characters for failure. Peter (Noah Centineo) shows that he is not ready for the commitment of an LDR. Lara Jean (Lana Condor) ends up being a passive character willing to give up everything for him. She basically goes to a school that is not her first choice to save the relationship.And getting back together was a cheesy way to wrap things up. It's predictable and leads to no character development throughout the story. No growth at all. What message does this send to its viewers?Also, "we're not like the other couples." No. They stage 1 of a failed LDR. They're one of many HS-to-college relationships that fail within the first year.At least the cinematography of NYC and Seoul looked really cool. +1 star for that.1.5/5."
"https://www.imdb.com/title/tt10676012/reviews/?ref_=adv_li_tt","8"," Goodbye LJ and PK ","Characters in All the Boys franchise have grown with me and have grown on me dearly. They were like my high school friends. When I remember All the Boys, I will think of fairy lights, LJ's room and outfit, imaginary PK talking right beside LJ, love letters, calling each other full name, baking, and so much more. From the first one to the third one, To All the Boys movies continue the same ambiance and aesthetics, so the characters can actually stay with audience over three years. Farewell and So long everyone."
"https://www.imdb.com/title/tt10676012/reviews/?ref_=adv_li_tt","6"," Will you be my...beginning, my middle, my end? ","What a beautiful song to conclude this sweet series adapted from the YA novels by Jenny Han "To All The Boys I've Loved Before". While not as strong as the first movie, this third and final film in the trilogy was better than the second film. There were some great Seoul travel shots and some wonderful shots of New York City...but ultimately this was the final entry in Peter and Lara Jean's romantic love story that started with a bunch of love letters and a fake relationship...and is concluded in this film which starts with The Covey (Lara Jean's) Family in Seoul, Korea for spring break. The big highlights in the film are the senior trip to New York, finding out about college acceptance, the prom, Dr. Covey's wedding, and graduation. This film is like a post card for high school romance and doesn't delve too deep into any heavy topics, although they do make an attempt to heal Peter's relationship with his father and touch on the Covey family grief in regards to their mom.Sweet, good hearted escapism and perfect Valentine's tribute!"
"https://www.imdb.com/title/tt10676012/reviews/?ref_=adv_li_tt","1"," Avoidable ","A pseudo-romantic teen movie. An unnecessary sequel. It ends and starts where it begins. With zero originality and creativity of the plot. It is about the couple who have to decide to stay together or separate now that they are going to college. Even High school musical looks more decent next to this movie. Generic. Forced. Quality. Light performances that go along the same lines, although it tries to present more mature characters, it does not succeed, although they are larger, they are totally wrong. That sets the bad example to the adolescents and pre-adolescents to whom it is directed. Talk about being possessive in relationships, being the toxic people in the relationship. In the false idea of pesesion throughout the movie. Sexualized in jokes and references. Avoidable. It addresses nothing and leads nowhere."
"https://www.imdb.com/title/tt10676012/reviews/?ref_=adv_li_tt","10"," Perfection ","Glad to see this last hora for 'To All the Boys' - The cast show so much chemistry together - the kind impossible without years of flowing with one another - makes it so fun to watch. In addition I love what they have done with the third book - including the K-Pop and the cheesy humour to lighten the mire sedentary moments, A pleasure from beginning to end."
"https://www.imdb.com/title/tt10676012/reviews/?ref_=adv_li_tt","7"," Actually Okay ","For context, I am a 28-year-old male who has never seen the previous movies. (My wife wanted to watch it for Valentine's Day). I am not the target demographic, but I did enjoy the movie.The acting is good, the writing is actually good, and the cinematography is surprisingly excellent! It's a little too sweet overall, but it is a fairly easy film to watch.It's nothing over-the-top, but the movies does not do anything wrong in my opinion."
"https://www.imdb.com/title/tt10676012/reviews/?ref_=adv_li_tt","5"," Annoying and farfetched ","The plotline is completely farfetched at this point and, IMO, this should've been one film, not a trilogy. This time it tried to get into some real topics on family relationships and coming of age life decisions, but the focus on the main character's relationship status is beyond annoying. It still shows a good effort on representation though."
"https://www.imdb.com/title/tt10676012/reviews/?ref_=adv_li_tt","4"," For young and feminine audience only. ","I was royally bored in front of this film which I found bland. I did not know this series and the two films that precede it, nor the existence of the series of books from which they were adapted. So obviously I'm not the intended audience, which is more feminine and young, but a lot of films like this still allow a larger audience to be distracted. Technically I have no complaints, and I don't necessarily expect a film to describe ambiguous and evil characters, but here they are all a little too nice and smooth. I therefore advise against it for adults."
