"https://www.imdb.com/title/tt10962368/reviews/?ref_=adv_li_tt","5"," I don't paint anymore ","George Claire (James Norton) accepts a job as a professor in Saginaw, New York at Hudson Valley. He buys a murder farmhouse, information which he hides from his bulimic trophy wife Catherine (Amanda Seyfried) and daughter. George is not the upstanding citizen we were lead to believe and his life becomes unraveled at the same time his wife and daughter are dealing with ghosts. The community are followers of Emanuel Swedenborg who believed in portals between this world and the afterlife.This film has nothing to do with Amber Heard rumors. Amanda Seyfried gives us a good performance in a film that that grabbed me, but let me go at the end. Can't we have an alternative ending?Guide: F-word. Implied sex. Brief partial nudity."
"https://www.imdb.com/title/tt10962368/reviews/?ref_=adv_li_tt","7"," Cannot be unseen (?) and unheard (?) ","The movie sets out a mood that is quite ... good to say the least. You really get into the movie and its characters and maybe learn things about them, that make them not as likeable (some of them). Of course there seem to be warning signs on one of them - but the depths this goes ... incredible! What I personally liked, was seeing the aftermath of a horrible act and not the horrible act itself - though horrible may be a definition thing for some - what do you consider horrible or just plain morally wrong? Maybe you even think it is justified ... although that would make me question your morals on more than one occasion.As at least another reviewer said though, the ending is quite ... weak. Which is the last impression you have of a movie. What was not disclosed and what I can't tell you either at the moment is at what moment (time wise) you should turn off and make up the rest on your own. I just know that the movie seems to pander to both sides - trying to shock but also appease. It may look good, but you may have issues to totally understand certain things ... especially an out there decision being made by one of the main characters ... way out there, but still in frame! (puns very much intended) - but you may feel different about it of course and think this is the best solution to this ever. Though why the awake(ning) then? Well you can't win them all, now can you? And up to that point it really is more than well made."
"https://www.imdb.com/title/tt10962368/reviews/?ref_=adv_li_tt","6"," Good, until the ending. ","What a bizarre, curious movie this was, classified on Netflix as a horror, it is most definitely not a horror, I'd place it more in the thriller genre.Production values are superb, and the acting is first rate, both James Norton and Amanda Seyfried put in first rate performances, the pair are superb.Each scene where I saw Norton's white vest popping through the top of his jumper, I saw Sidney Chambers, British fans will of course be familiar with Granchester.Despite the amazing acting, and the very atmospheric start, I find it hard to forgive the ending, this is a movie in the category of, how not to end a film, it sucks, it's unoriginal, and the movie deserved more.Overall, very well acted, good story, a poor ending, it's worth a look, 6/10."
"https://www.imdb.com/title/tt10962368/reviews/?ref_=adv_li_tt","4"," Ah blah ","Based on All Things Cease to Appear by Elizabeth Brundage, this movie reminded me equally of Cold Creek Manor and What Lies Beneath, except that it really makes great use of Thomas Cole and the Hudson River School of painters.Catherine Clare (Amanda Seyfried) had a career as an art restorer in Manhattan until her husband George (James Norton) lies his way into a job teaching art history in Chosen, New York. In their new home, Catherine finds an old ring and a Bible with the names of those who had once lived in the house scratched out.Much like the aforementioned Cold Creek Manor, the children of the last tenants come to help fix up the house. Beyond the supernatural feeling of the home, George starts sleeping around and alienating his wife from any relationships that she starts to form.By the end of the film, George has gone from bad husband to pretty much a supervillain, taking the paintings of his dead cousin as his own, attacking anyone who will keep his perfect life from continuing and spitting profanity at anyone near him.But hey! Michael O'Keefe from Caddyshack shows up, as does Karen Allen as his wife. F. Murray Abraham is - as always - dependable. And the ending is pretty wide open to interpretation, as is a scene where Catherine pulls a flesh-colored tadpole out of the sink while she's trying to get her ring out of the drain.Shari Springer Berman and Robert Pulcini have directed several movies together, including The Nanny Diaries, Girl Most Likely and American Splendor.A lot of reviews of this movie have been upset that the film seems to be building to something and just kind of ends. As for me, that was the thing that I really liked. It just gets wild at the end and enters a world where things don't make sense. Then again, I like the ending of The Beyond and my taste is not to be trusted at all."
"https://www.imdb.com/title/tt10962368/reviews/?ref_=adv_li_tt","4"," predictable bore ","While this film tries very hard to be edgy and psychological, it just ends up being a predictable bore. The acting is decent but the storyline is drawn out and meandering. The scary parts aren't scary and the thriller parts aren't thrilling."
"https://www.imdb.com/title/tt10962368/reviews/?ref_=adv_li_tt"," Was this review helpful? Sign in to vote. "," A scare to distract from our horrible pandemic ",""Things that are in heaven are more real than things that are in the world." (Emanuel Swedenborg)When is a horror film not a horror film? When it is about things that go wrong all day, like marriage and education, but are influenced by the past. Based on the novel All Things Cease to Appear by Elizabeth Brundage, Things Heard & Seen is a pleasant scare fest emphasizing the sins of its principal characters, present and past, and the robust life after death.Swedenborg's philosophy (see quote above) that sees a continuation of this life into the next pervades the story, giving it surprising heft. The 18th-century mystic's influence on well-known Hudson Valley landscape painter George Inness, who showed the "reality of the unseen" connecting the "visible upon the invisible" extends the film's creepy conjunction of past, present, and location. The Puritanical motif and Dutch locale accentuate punishment for sins. Ghosts? It's set, after all, in Ichabod Crane country.The strength in this lightly-cliched horror piece is the emphasis directors/writers Shari Springer Berman and Robert Pulcini have given to a virtuous wife/painter, inexplicably bulimic Catherine (Amanda Seyfried), who has sacrificed her art success to move to the Valley with her husband, George (James Norton). He just secured a professorial job at a small college. As a friend comments, the town called "Chosen" (typical horror telegraphing) has "rich horsey weekenders and full-time rednecks."Almost immediately Catherine feels tremors in the house, hears voices, and puts up with bizarre electrical activity. Seems there is a history of wives being murdered well before the current 1980. (Luckily no cell phones means we will not be annoyed by calls that too easily propel plot.)Berman and Pulcini dot the plot with hints about a current bad dude tied to the past as its instrument in the present. Not good for Catherine, whose husband George is preoccupied with his new job and pursuing pretty young co-eds. How he secured this job and keeps it is a commentary on charismatic teachers and harassment that continues to this day in the halls of academe.The film features the shenanigans of the haunted-house's past denizens rather than over-supplying horror fans with the usual motifs and tropes, not a bad thing at all. However, as a commentary on the insidiousness of corrupt marriages and their usual outcomes, Things Heard & Seen is enjoyable. That Catherine is not immune to the downside of infidelity, potentially her own, adds another layer to the complexity of the marriage theme.In a sense it is a low-rent Who's Afraid of Virginial Woolf, where alcohol was the devil, not some bloody ghosts from the 19th century. Yet those ghosts are at the least a contemporary manifestation of the marital disease very real today for the protagonists.All in all, Things Heard & Seen highlights the emerging acclaim of Amanda Seyfried, lately of Oscar-nomination fame, and smart filmmakers' willingness to merge philosophy and art with standard horror entertainment. As we usher out our own pandemic horror, it's fun to be scared virtually.(On Netflix)"
"https://www.imdb.com/title/tt10962368/reviews/?ref_=adv_li_tt","4"," Ridiculous horror farrago ","STAR RATING: ***** Saturday Night **** Friday Night *** Friday Morning ** Sunday Night * Monday MorningGeorge Claire (James Norton), a lecturer, and his wife Catherine (Amanda Seyfried) move in to a new home in a remote location, with their daughters Franny (Ana Sophia Claire) and Audrey (Kristen Griffith.) There is a history within the house that follows it around, and it soon becomes clear that there is a ghostly presence in the place. As Catherine becomes closer to handyman Eddie (Alex Neustaedter) and tensions and indiscretions mount between the couple, it all builds to a horrifying conclusion.Out of nowhere, Netflix offers up it's latest offering, a spooky supernatural effort from joint directors Shari Springer Bergman and Robert Pulcini. Originality doesn't seem to be the order of the day, with the contrived, cliched set up of a haunted house. While this never leaves your mind, Bergman and Pulcini's film has far more to contend with than merely this.The two directors have quite lofty ambitions for such a familiar plot line, but wind up with an overlong and overwrought piece of work that desperately tries to be something more, but ends up all convoluted, building up to an incomprehensible ending that many others have struggled to make sense of. Norton and Seyfried create a convincing chemistry as the married young couple whose happy set up is creaking beneath the surface, but trapped within the confines of such unsustainable material, it's all just wasted.It may have been intended as a creative new take on a well trodden story, but it winds up as something best neither seen or heard. **"
"https://www.imdb.com/title/tt10962368/reviews/?ref_=adv_li_tt","4"," What did i watch. ","2 out of 5 stars.Boring horror thriller film. Which the plot is boring and forgettable. Cast ensemble gave a tedious performance. Lacks thrills and horror. And the ending was a wtf moment that left you with no other thought about the movie."
"https://www.imdb.com/title/tt10962368/reviews/?ref_=adv_li_tt","5"," Wrong Path ","Well, I have no news for you - the ending... Anyway, Things Heard & Seen works well as a drama about a failing relationship (fine performances by Amanda and the other actors) and maybe a turn into the direction of a crime/thriller would have worked well, but that touch of mystery and horror added destroys (almost) everything - it does feel very disjointed and rides on the path of stereotypes of that kind of movies. Somewhat still okay."
"https://www.imdb.com/title/tt10962368/reviews/?ref_=adv_li_tt","8"," I liked it... ","The super style attracts me, spirits, happy family (or almost), innocent and cute little children, country house and far from civilization, situations and people very suspicious, simple and functional recipe... I liked the progress, the tension, the trio was great , Amanda always beautiful, little Ana Sophia cute and talented, Norton unfriendly possessed... A good film, entertaining, strange outcome, I liked it .."
